goal_reached,convo_length,average_search_time,number_jumps,number_redundant
True,5,0.04 ms,1,5
True,4,0.03 ms,1,3
True,5,0.04 ms,1,5
True,4,0.03 ms,1,1
True,5,0.03 ms,1,5
True,4,0.04 ms,1,3
True,4,0.03 ms,1,3
True,4,0.03 ms,1,1
True,4,0.04 ms,1,1
True,5,0.03 ms,1,7
True,5,0.04 ms,1,5
True,4,0.05 ms,1,5
True,6,0.03 ms,1,9
True,5,0.03 ms,1,2
True,5,0.03 ms,1,7
True,4,0.04 ms,1,1
True,6,0.04 ms,1,5
True,4,0.08 ms,1,5
True,4,0.03 ms,1,3
True,4,0.05 ms,1,5
